Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,variant,variant-index,creator,lifecycle:transition,workgroup,Resource,Activity
Case 30,Take in charge ticket,Value 1,2011-02-07 09:19:45.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 30,Resolve ticket,Value 1,2011-02-10 09:01:20.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 30,Closed,Value 1,2011-02-25 09:01:35.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 30,END,artificial,2011-02-25 09:01:35.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 31,START,artificial,2013-04-15 12:41:19.999,Variant 45,45,Variant 45,45,Fluxicon Disco,complete,,,
Case 31,Assign seriousness,Value 1,2013-04-15 12:41:19.999,Variant 45,45,Variant 45,45,Fluxicon Disco,complete,Value 1,Value 4,Assign seriousness
Case 31,Take in charge ticket,Value 1,2013-04-18 07:06:11.000,Variant 45,45,Variant 45,45,Fluxicon Disco,complete,Value 1,Value 9,Take in charge ticket
Case 31,Create SW anomaly,Value 1,2013-04-18 07:18:02.000,Variant 45,45,Variant 45,45,Fluxicon Disco,complete,Value 1,Value 9,Create SW anomaly
Case 31,Require upgrade,Value 1,2013-04-18 07:18:23.000,Variant 45,45,Variant 45,45,Fluxicon Disco,complete,Value 1,Value 9,Require upgrade
Case 31,Resolve ticket,Value 1,2013-05-15 13:30:39.000,Variant 45,45,Variant 45,45,Fluxicon Disco,complete,Value 1,Value 9,Resolve ticket
Case 31,Closed,Value 1,2013-05-30 13:31:00.000,Variant 45,45,Variant 45,45,Fluxicon Disco,complete,Value 1,Value 3,Closed
Case 31,END,artificial,2013-05-30 13:31:00.001,Variant 45,45,Variant 45,45,Fluxicon Disco,complete,,,
Case 32,START,artificial,2011-04-27 07:38:43.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 32,Assign seriousness,Value 1,2011-04-27 07:38:43.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 8,Assign seriousness
Case 32,Take in charge ticket,Value 1,2011-04-27 12:46:13.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 8,Take in charge ticket
Case 32,Resolve ticket,Value 1,2011-04-28 08:18:08.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 32,Closed,Value 1,2011-06-04 07:40:30.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 32,END,artificial,2011-06-04 07:40:30.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 33,START,artificial,2013-04-29 13:22:47.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 33,Assign seriousness,Value 1,2013-04-29 13:22:47.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 14,Assign seriousness
Case 33,Take in charge ticket,Value 1,2013-05-14 14:53:46.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 14,Take in charge ticket
Case 33,Resolve ticket,Value 1,2013-05-15 10:19:05.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 14,Resolve ticket
Case 33,Closed,Value 1,2013-05-30 10:19:20.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 3,Closed
Case 33,END,artificial,2013-05-30 10:19:20.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 34,START,artificial,2013-06-11 13:56:39.999,Variant 14,14,Variant 14,14,Fluxicon Disco,complete,,,
Case 34,Assign seriousness,Value 1,2013-06-11 13:56:39.999,Variant 14,14,Variant 14,14,Fluxicon Disco,complete,Value 1,Value 14,Assign seriousness
Case 34,Take in charge ticket,Value 1,2013-06-25 10:42:45.000,Variant 14,14,Variant 14,14,Fluxicon Disco,complete,Value 1,Value 14,Take in charge ticket
Case 34,Wait,Value 1,2013-06-25 10:43:50.000,Variant 14,14,Variant 14,14,Fluxicon Disco,complete,Value 1,Value 14,Wait
Case 34,Wait,Value 1,2013-06-26 13:27:04.000,Variant 14,14,Variant 14,14,Fluxicon Disco,complete,Value 1,Value 9,Wait
Case 34,Resolve ticket,Value 1,2013-07-05 10:18:32.000,Variant 14,14,Variant 14,14,Fluxicon Disco,complete,Value 1,Value 9,Resolve ticket
Case 34,Closed,Value 1,2013-07-20 10:18:42.000,Variant 14,14,Variant 14,14,Fluxicon Disco,complete,Value 1,Value 3,Closed
Case 34,END,artificial,2013-07-20 10:18:42.001,Variant 14,14,Variant 14,14,Fluxicon Disco,complete,,,
Case 35,START,artificial,2012-01-18 08:15:29.999,Variant 5,5,Variant 5,5,Fluxicon Disco,complete,,,
Case 35,Assign seriousness,Value 1,2012-01-18 08:15:29.999,Variant 5,5,Variant 5,5,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 35,Resolve ticket,Value 1,2012-01-18 09:46:37.000,Variant 5,5,Variant 5,5,Fluxicon Disco,complete,Value 1,Value 1,Resolve ticket
Case 35,Closed,Value 1,2012-03-10 08:20:43.000,Variant 5,5,Variant 5,5,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 35,END,artificial,2012-03-10 08:20:43.001,Variant 5,5,Variant 5,5,Fluxicon Disco,complete,,,
Case 36,START,artificial,2011-06-29 10:06:47.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 36,Assign seriousness,Value 2,2011-06-29 10:06:47.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 2,Assign seriousness
Case 36,Take in charge ticket,Value 2,2011-06-30 12:58:23.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 6,Take in charge ticket
Case 36,Resolve ticket,Value 2,2011-07-05 07:32:43.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 6,Resolve ticket
Case 36,Closed,Value 2,2011-07-30 10:10:20.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 5,Closed
Case 36,END,artificial,2011-07-30 10:10:20.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 37,START,artificial,2011-02-10 11:13:06.999,Variant 92,92,Variant 92,92,Fluxicon Disco,complete,,,
Case 37,Assign seriousness,Value 1,2011-02-10 11:13:06.999,Variant 92,92,Variant 92,92,Fluxicon Disco,complete,Value 1,Value 8,Assign seriousness
Case 37,Take in charge ticket,Value 1,2011-02-10 11:13:33.000,Variant 92,92,Variant 92,92,Fluxicon Disco,complete,Value 1,Value 8,Take in charge ticket
Case 37,Resolve ticket,Value 1,2011-02-10 15:20:02.000,Variant 92,92,Variant 92,92,Fluxicon Disco,complete,Value 1,Value 9,Resolve ticket
Case 37,Resolve ticket,Value 1,2011-03-02 13:23:58.000,Variant 92,92,Variant 92,92,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 37,Take in charge ticket,Value 1,2011-03-02 13:24:07.000,Variant 92,92,Variant 92,92,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 37,Wait,Value 1,2011-03-02 15:27:52.000,Variant 92,92,Variant 92,92,Fluxicon Disco,complete,Value 1,Value 2,Wait
Case 37,Take in charge ticket,Value 1,2011-03-04 09:37:50.000,Variant 92,92,Variant 92,92,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 37,Resolve ticket,Value 1,2011-03-04 09:37:55.000,Variant 92,92,Variant 92,92,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 37,Closed,Value 1,2011-04-03 08:38:21.000,Variant 92,92,Variant 92,92,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 37,END,artificial,2011-04-03 08:38:21.001,Variant 92,92,Variant 92,92,Fluxicon Disco,complete,,,
Case 38,START,artificial,2012-03-20 07:57:44.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 38,Assign seriousness,Value 1,2012-03-20 07:57:44.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 4,Assign seriousness
Case 38,Take in charge ticket,Value 1,2012-03-20 07:58:15.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 4,Take in charge ticket
Case 38,Resolve ticket,Value 1,2012-03-20 08:18:56.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 4,Resolve ticket
Case 38,Closed,Value 1,2012-04-21 16:00:36.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 38,END,artificial,2012-04-21 16:00:36.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 39,START,artificial,2013-08-29 11:05:58.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 39,Assign seriousness,Value 1,2013-08-29 11:05:58.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 14,Assign seriousness
Case 39,Take in charge ticket,Value 1,2013-09-11 12:57:48.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 39,Wait,Value 1,2013-09-12 09:46:36.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 4,Wait
Case 39,Resolve ticket,Value 1,2013-09-27 09:50:58.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 4,Resolve ticket
Case 39,Closed,Value 1,2013-10-12 09:51:11.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 3,Closed
Case 39,END,artificial,2013-10-12 09:51:11.001,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 40,START,artificial,2012-08-09 12:13:02.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 40,Assign seriousness,Value 1,2012-08-09 12:13:02.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 4,Assign seriousness
Case 40,Take in charge ticket,Value 1,2012-08-09 12:13:29.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 4,Take in charge ticket
Case 40,Resolve ticket,Value 1,2012-08-09 12:46:00.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 13,Resolve ticket
Case 40,Closed,Value 1,2012-09-12 12:20:25.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 40,END,artificial,2012-09-12 12:20:25.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 41,START,artificial,2010-12-14 10:44:25.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 41,Assign seriousness,Value 1,2010-12-14 10:44:25.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 14,Assign seriousness
Case 41,Take in charge ticket,Value 1,2010-12-14 10:44:57.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 14,Take in charge ticket
Case 41,Resolve ticket,Value 1,2010-12-14 10:45:12.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 14,Resolve ticket
Case 41,Closed,Value 1,2011-01-27 10:50:31.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 41,END,artificial,2011-01-27 10:50:31.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 42,START,artificial,2011-06-16 12:23:38.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 42,Assign seriousness,Value 1,2011-06-16 12:23:38.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 8,Assign seriousness
Case 42,Take in charge ticket,Value 1,2011-06-16 12:51:05.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 8,Take in charge ticket
Case 42,Resolve ticket,Value 1,2011-06-16 13:39:51.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 8,Resolve ticket
Case 42,Closed,Value 1,2011-07-30 12:30:33.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 42,END,artificial,2011-07-30 12:30:33.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 43,START,artificial,2012-04-10 08:56:31.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 43,Assign seriousness,Value 1,2012-04-10 08:56:31.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 43,Take in charge ticket,Value 1,2012-04-10 09:27:27.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 4,Take in charge ticket
Case 43,Resolve ticket,Value 1,2012-04-10 10:53:28.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 4,Resolve ticket
Case 43,Closed,Value 1,2012-05-26 09:00:20.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 43,END,artificial,2012-05-26 09:00:20.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 44,START,artificial,2010-11-29 16:09:18.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 44,Assign seriousness,Value 1,2010-11-29 16:09:18.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Assign seriousness
Case 44,Take in charge ticket,Value 1,2010-11-29 16:19:59.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 44,Resolve ticket,Value 1,2010-11-29 16:20:51.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 44,Closed,Value 1,2010-12-31 16:10:28.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 44,END,artificial,2010-12-31 16:10:28.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 45,START,artificial,2012-01-20 14:08:13.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 45,Assign seriousness,Value 1,2012-01-20 14:08:13.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 9,Assign seriousness
Case 45,Take in charge ticket,Value 1,2012-01-25 11:46:19.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 9,Take in charge ticket
Case 45,Resolve ticket,Value 1,2012-03-02 10:40:59.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 9,Resolve ticket
Case 45,Closed,Value 1,2012-03-17 10:41:18.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 45,END,artificial,2012-03-17 10:41:18.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 46,START,artificial,2012-11-14 14:33:16.999,Variant 28,28,Variant 28,28,Fluxicon Disco,complete,,,
Case 46,Assign seriousness,Value 2,2012-11-14 14:33:16.999,Variant 28,28,Variant 28,28,Fluxicon Disco,complete,Value 2,Value 1,Assign seriousness
Case 46,Take in charge ticket,Value 2,2012-11-15 13:33:28.000,Variant 28,28,Variant 28,28,Fluxicon Disco,complete,Value 2,Value 2,Take in charge ticket
Case 46,Take in charge ticket,Value 2,2012-11-15 13:33:59.000,Variant 28,28,Variant 28,28,Fluxicon Disco,complete,Value 2,Value 12,Take in charge ticket
Case 46,Wait,Value 2,2012-11-16 11:37:21.000,Variant 28,28,Variant 28,28,Fluxicon Disco,complete,Value 2,Value 12,Wait
Case 46,Resolve ticket,Value 2,2012-12-14 14:20:49.000,Variant 28,28,Variant 28,28,Fluxicon Disco,complete,Value 2,Value 12,Resolve ticket
Case 46,Closed,Value 2,2012-12-29 14:21:03.000,Variant 28,28,Variant 28,28,Fluxicon Disco,complete,Value 2,Value 3,Closed
Case 46,END,artificial,2012-12-29 14:21:03.001,Variant 28,28,Variant 28,28,Fluxicon Disco,complete,,,
Case 47,START,artificial,2011-05-25 09:48:17.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 47,Assign seriousness,Value 1,2011-05-25 09:48:17.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 8,Assign seriousness
Case 47,Take in charge ticket,Value 1,2011-05-25 09:48:43.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 8,Take in charge ticket
Case 47,Resolve ticket,Value 1,2011-05-30 15:04:34.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 15,Resolve ticket
Case 47,Closed,Value 1,2011-07-01 09:50:37.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 47,END,artificial,2011-07-01 09:50:37.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 48,START,artificial,2010-12-01 13:42:58.999,Variant 7,7,Variant 7,7,Fluxicon Disco,complete,,,
Case 48,Insert ticket,Value 1,2010-12-01 13:42:58.999,Variant 7,7,Variant 7,7,Fluxicon Disco,complete,Value 1,Value 12,Insert ticket
Case 48,Assign seriousness,Value 1,2010-12-02 14:07:33.000,Variant 7,7,Variant 7,7,Fluxicon Disco,complete,Value 1,Value 2,Assign seriousness
Case 48,Take in charge ticket,Value 1,2010-12-02 14:07:41.000,Variant 7,7,Variant 7,7,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 48,Resolve ticket,Value 1,2010-12-02 14:08:33.000,Variant 7,7,Variant 7,7,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 48,Closed,Value 1,2011-01-01 14:08:51.000,Variant 7,7,Variant 7,7,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 48,END,artificial,2011-01-01 14:08:51.001,Variant 7,7,Variant 7,7,Fluxicon Disco,complete,,,
Case 49,START,artificial,2011-11-25 14:33:53.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 49,Assign seriousness,Value 1,2011-11-25 14:33:53.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 2,Assign seriousness
Case 49,Take in charge ticket,Value 1,2011-11-25 14:47:48.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 49,Wait,Value 1,2011-11-29 14:47:35.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 2,Wait
Case 49,Resolve ticket,Value 1,2011-12-02 16:25:57.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 49,Closed,Value 1,2012-01-07 16:20:26.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 49,END,artificial,2012-01-07 16:20:26.001,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 50,START,artificial,2012-01-16 10:53:00.999,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,,,
Case 50,Assign seriousness,Value 1,2012-01-16 10:53:00.999,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,Value 1,Value 4,Assign seriousness
Case 50,Take in charge ticket,Value 1,2012-01-16 10:59:51.000,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,Value 1,Value 4,Take in charge ticket
Case 50,Resolve ticket,Value 1,2012-01-16 16:37:54.000,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,Value 1,Value 4,Resolve ticket
Case 50,Resolve ticket,Value 1,2012-01-16 16:37:55.000,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,Value 1,Value 4,Resolve ticket
Case 50,Closed,Value 1,2012-02-16 11:00:57.000,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 50,END,artificial,2012-02-16 11:00:57.001,Variant 6,6,Variant 6,6,Fluxicon Disco,complete,,,
Case 51,START,artificial,2012-06-13 13:55:35.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 51,Assign seriousness,Value 1,2012-06-13 13:55:35.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 4,Assign seriousness
Case 51,Take in charge ticket,Value 1,2012-06-14 07:07:06.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 4,Take in charge ticket
Case 51,Wait,Value 1,2012-06-15 07:16:27.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 10,Wait
Case 51,Resolve ticket,Value 1,2012-07-02 09:41:04.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 10,Resolve ticket
Case 51,Closed,Value 1,2012-07-18 07:30:21.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 51,END,artificial,2012-07-18 07:30:21.001,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 52,START,artificial,2012-07-26 15:18:25.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 52,Assign seriousness,Value 1,2012-07-26 15:18:25.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 13,Assign seriousness
Case 52,Take in charge ticket,Value 1,2012-07-26 15:18:35.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 13,Take in charge ticket
Case 52,Resolve ticket,Value 1,2012-07-27 10:46:28.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 13,Resolve ticket
Case 52,Closed,Value 1,2012-09-12 15:20:55.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 52,END,artificial,2012-09-12 15:20:55.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 53,START,artificial,2010-10-14 13:53:12.999,Variant 16,16,Variant 16,16,Fluxicon Disco,complete,,,
Case 53,Assign seriousness,Value 1,2010-10-14 13:53:12.999,Variant 16,16,Variant 16,16,Fluxicon Disco,complete,Value 1,Value 2,Assign seriousness
Case 53,Take in charge ticket,Value 1,2010-10-15 13:02:36.000,Variant 16,16,Variant 16,16,Fluxicon Disco,complete,Value 1,Value 14,Take in charge ticket
Case 53,Wait,Value 1,2010-10-28 15:12:55.000,Variant 16,16,Variant 16,16,Fluxicon Disco,complete,Value 1,Value 12,Wait
Case 53,Wait,Value 1,2010-10-28 15:12:55.000,Variant 16,16,Variant 16,16,Fluxicon Disco,complete,Value 1,Value 12,Wait
Case 53,Take in charge ticket,Value 1,2010-10-29 13:42:01.000,Variant 16,16,Variant 16,16,Fluxicon Disco,complete,Value 1,Value 12,Take in charge ticket
Case 53,Resolve ticket,Value 1,2010-11-04 08:48:12.000,Variant 16,16,Variant 16,16,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 53,Closed,Value 1,2010-12-04 08:48:57.000,Variant 16,16,Variant 16,16,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 53,END,artificial,2010-12-04 08:48:57.001,Variant 16,16,Variant 16,16,Fluxicon Disco,complete,,,
Case 54,START,artificial,2013-11-07 08:20:58.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 54,Assign seriousness,Value 1,2013-11-07 08:20:58.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 54,Take in charge ticket,Value 1,2013-11-29 09:10:50.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 54,Resolve ticket,Value 1,2013-12-02 16:14:22.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 54,Closed,Value 1,2013-12-17 16:14:40.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 3,Closed
Case 54,END,artificial,2013-12-17 16:14:40.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 55,START,artificial,2011-10-26 15:51:41.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 55,Assign seriousness,Value 1,2011-10-26 15:51:41.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 4,Assign seriousness
Case 55,Take in charge ticket,Value 1,2011-10-31 15:19:03.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 9,Take in charge ticket
